nu (cm^-1),absorbance
4.384777520999999979e+03,4.053680318112284908e+00
4.384778521000000183e+03,4.099343092094962060e+00
4.384779521000000386e+03,4.145154786791212409e+00
4.384780521000000590e+03,4.191071948497083532e+00
4.384781520999999884e+03,4.237048642893122441e+00
4.384782521000000088e+03,4.283036449686127511e+00
4.384783521000000292e+03,4.328984753100206362e+00
4.384784521000000495e+03,4.374839592526319265e+00
4.384785521000000699e+03,4.420545506673588143e+00
4.384786520999999993e+03,4.466044337390729702e+00
4.384787521000000197e+03,4.511275620265180031e+00
4.384788521000000401e+03,4.556176667069355091e+00
4.384789521000000605e+03,4.600682667185717278e+00
4.384790520999999899e+03,4.644726770476039768e+00
4.384791521000000103e+03,4.688240381360983200e+00
4.384792521000000306e+03,4.731153147890219124e+00
4.384793521000000510e+03,4.773393047454645988e+00
4.384794520999999804e+03,4.814886916337560052e+00
4.384795521000000008e+03,4.855560423326605424e+00
4.384796521000000212e+03,4.895338367688800041e+00
4.384797521000000415e+03,4.934144935177361191e+00
4.384798521000000619e+03,4.971903971359963315e+00
4.384799520999999913e+03,5.008539271141686733e+00
4.384800521000000117e+03,5.043974884607026254e+00
4.384801521000000321e+03,5.078135433498811580e+00
4.384802521000000525e+03,5.110946441724844469e+00
4.384803520999999819e+03,5.142334673667310341e+00
4.384804521000000022e+03,5.172228479980121918e+00
4.384805521000000226e+03,5.200558146725862585e+00
4.384806521000000430e+03,5.227256246764144798e+00
4.384807521000000634e+03,5.252257950330796454e+00
4.384808520999999928e+03,5.275501069526240094e+00
4.384809521000000132e+03,5.296927955417459977e+00
4.384810521000000335e+03,5.316483381136361430e+00
4.384811521000000539e+03,5.334116353006399969e+00
4.384812520999999833e+03,5.349780286608588398e+00
4.384813521000000037e+03,5.363433067093186679e+00
4.384814521000000241e+03,5.375037355909925374e+00
4.384815521000000444e+03,5.384560816010727002e+00
4.384816521000000648e+03,5.391976308572212773e+00
4.384817520999999942e+03,5.397262059138419055e+00
4.384818521000000146e+03,5.400401791326415513e+00
4.384819521000000350e+03,5.401384826898710578e+00
4.384820521000000554e+03,5.400206148828500474e+00
4.384821520999999848e+03,5.396866432397088964e+00
4.384822521000000052e+03,5.391372036185392957e+00
4.384823521000000255e+03,5.383734958980382679e+00
4.384824521000000459e+03,5.373972760690487682e+00
4.384825521000000663e+03,5.362108448626531576e+00
4.384826520999999957e+03,5.348170330463558386e+00
4.384827521000000161e+03,5.332191857085802233e+00
4.384828521000000364e+03,5.314211323348329685e+00
4.384829521000000568e+03,5.294271776289023457e+00
4.384830520999999862e+03,5.272420649239809798e+00
4.384831521000000066e+03,5.248709524171021101e+00
4.384832521000000270e+03,5.223193804350039215e+00
4.384833521000000474e+03,5.195932414847017178e+00
4.384834521000000677e+03,5.166987469010177136e+00
4.384835520999999972e+03,5.136423929878007222e+00
4.384836521000000175e+03,5.104309265334539880e+00
4.384837521000000379e+03,5.070713100566357490e+00
4.384838521000000583e+03,5.035706870294588633e+00
4.384839520999999877e+03,4.999363474111404138e+00
4.384840521000000081e+03,4.961756939925969334e+00
4.384841521000000284e+03,4.922962082610701451e+00
4.384842521000000488e+03,4.883054199071139578e+00
4.384843521000000692e+03,4.842108749675189117e+00
4.384844520999999986e+03,4.800201066966294228e+00
4.384845521000000190e+03,4.757406077779002374e+00
4.384846521000000394e+03,4.713798038314224392e+00
4.384847521000000597e+03,4.669450296292122715e+00
4.384848520999999892e+03,4.624435060664766617e+00
4.384849521000000095e+03,4.578823200167601470e+00
4.384850521000000299e+03,4.532684050861616853e+00
4.384851521000000503e+03,4.486085251983044309e+00
4.384852521000000706e+03,4.439092596395357582e+00
4.384853521000000001e+03,4.391769900736242960e+00
4.384854521000000204e+03,4.344178893642599348e+00
4.384855521000000408e+03,4.296379123128521549e+00
4.384856521000000612e+03,4.248427882024219393e+00
4.384857520999999906e+03,4.200380126663627145e+00
4.384858521000000110e+03,4.152288467975698616e+00
4.384859521000000314e+03,4.104203114420196030e+00
4.384860521000000517e+03,4.056170967887222645e+00
4.384861520999999811e+03,4.008239087568076897e+00
4.384862521000000015e+03,3.960449643201057413e+00
4.384863521000000219e+03,3.912843205560105453e+00
4.384864521000000423e+03,3.865457977274642243e+00
4.384865521000000626e+03,3.818329827835735824e+00
4.384866520999999921e+03,3.771492336107854282e+00
4.384867521000000124e+03,3.724976839184083843e+00
4.384868521000000328e+03,3.678812487287909772e+00
4.384869521000000532e+03,3.633026303083419783e+00
4.384870520999999826e+03,3.587643244997012815e+00
4.384871521000000030e+03,3.542686274973874561e+00
4.384872521000000233e+03,3.498176421843925965e+00
4.384873521000000437e+03,3.454132860420586315e+00
4.384874521000000641e+03,3.410571427321198890e+00
4.384875520999999935e+03,3.367646622573937432e+00
4.384876521000000139e+03,3.325092197597649513e+00
4.384877521000000343e+03,3.283063740577704337e+00
4.384878521000000546e+03,3.241572222100346679e+00
4.384879520999999841e+03,3.200627192818686684e+00
4.384880521000000044e+03,3.160236838095714429e+00
4.384881521000000248e+03,3.120408046171039729e+00
4.384882521000000452e+03,3.081146469534741250e+00
4.384883521000000655e+03,3.042456593936504028e+00
4.384884520999999950e+03,3.004341795935172144e+00
4.384885521000000153e+03,2.966804403017558212e+00
4.384886521000000357e+03,2.929845751043347324e+00
4.384887521000000561e+03,2.893466239303190246e+00
4.384888520999999855e+03,2.857665383780692014e+00
4.384889521000000059e+03,2.822441868271273968e+00
4.384890521000000263e+03,2.787793593951767956e+00
4.384891521000000466e+03,2.753717726833712742e+00
4.384892521000000670e+03,2.720210743683411536e+00
4.384893520999999964e+03,2.687268476342088874e+00
4.384894521000000168e+03,2.654886157214546571e+00
4.384895521000000372e+03,2.623058470194468139e+00
4.384896521000000575e+03,2.591779524087038933e+00
4.384897520999999870e+03,2.561043007042992148e+00
4.384898521000000073e+03,2.530842141840994319e+00
4.384899521000000277e+03,2.501169744469719181e+00
4.384900521000000481e+03,2.472018334917752913e+00
4.384901521000000685e+03,2.443379867631844782e+00
4.384902520999999979e+03,2.415246228442746279e+00
4.384903521000000183e+03,2.387608959568468414e+00
4.384904521000000386e+03,2.360459367639314188e+00
4.384905521000000590e+03,2.333788487416186275e+00
4.384906520999999884e+03,2.307587381392461001e+00
4.384907521000000088e+03,2.281846788911864543e+00
4.384908521000000292e+03,2.256557400115713374e+00
4.384909521000000495e+03,2.231709828280201702e+00
4.384910521000000699e+03,2.207294639545002823e+00
4.384911520999999993e+03,2.183302383131235924e+00
4.384912521000000197e+03,2.159723614881300602e+00
4.384913521000000401e+03,2.136548931746360402e+00
4.384914521000000605e+03,2.113768993642662242e+00
4.384915520999999899e+03,2.091374497916690611e+00
4.384916521000000103e+03,2.069356391435853038e+00
4.384917521000000306e+03,2.047705657988443839e+00
4.384918521000000510e+03,2.026413441654594028e+00
4.384919520999999804e+03,2.005471518906282391e+00
4.384920521000000008e+03,1.984870524824658977e+00
4.384921521000000212e+03,1.964602671065866835e+00
4.384922521000000415e+03,1.944659870904614785e+00
4.384923521000000619e+03,1.925034471197772934e+00
4.384924520999999913e+03,1.905718884625760889e+00
4.384925521000000117e+03,1.886705846636647088e+00
4.384926521000000321e+03,1.867988361275711773e+00
4.384927521000000525e+03,1.849559705666532494e+00
4.384928520999999819e+03,1.831413432433512067e+00
4.384929521000000022e+03,1.813543315974811776e+00
4.384930521000000226e+03,1.795943554999956948e+00
4.384931521000000430e+03,1.778608478651030333e+00
4.384932521000000634e+03,1.761532722808045959e+00
4.384933520999999928e+03,1.744711180351997903e+00
4.384934521000000132e+03,1.728138896817939418e+00
4.384935521000000335e+03,1.711811440368468551e+00
4.384936521000000539e+03,1.695724314032557967e+00
4.384937520999999833e+03,1.679872366228904346e+00
4.384938521000000037e+03,1.664253463292450830e+00
4.384939521000000241e+03,1.648862894132477663e+00
4.384940521000000444e+03,1.633697011600679927e+00
4.384941521000000648e+03,1.618752317213189018e+00
4.384942520999999942e+03,1.604025475321015248e+00
4.384943521000000146e+03,1.589513178481374522e+00
4.384944521000000350e+03,1.575212292385148150e+00
4.384945521000000554e+03,1.561119861029361511e+00
4.384946520999999848e+03,1.547232685180960354e+00
4.384947521000000052e+03,1.533547920198888415e+00
4.384948521000000255e+03,1.520062662652591712e+00
4.384949521000000459e+03,1.506774037562787161e+00
4.384950521000000663e+03,1.493679187265299246e+00
4.384951520999999957e+03,1.480775200199320185e+00
4.384952521000000161e+03,1.468059349260325996e+00
4.384953521000000364e+03,1.455528713707186617e+00
4.384954521000000568e+03,1.443180419119288516e+00
4.384955520999999862e+03,1.431011576601217916e+00
4.384956521000000066e+03,1.419019276671367624e+00
4.384957521000000270e+03,1.407200588161676480e+00
4.384958521000000474e+03,1.395552560967831646e+00
4.384959521000000677e+03,1.384072225600831096e+00
4.384960520999999972e+03,1.372756595138439728e+00
4.384961521000000175e+03,1.361602680432689061e+00
4.384962521000000379e+03,1.350607473128697888e+00
4.384963521000000583e+03,1.339767974102821002e+00
4.384964520999999877e+03,1.329081189164967425e+00
4.384965521000000081e+03,1.318544138749496497e+00
4.384966521000000284e+03,1.308153865846442443e+00
4.384967521000000488e+03,1.297907444365571150e+00
4.384968521000000692e+03,1.287801986168495283e+00
4.384969520999999986e+03,1.277834650956383600e+00
4.384970521000000190e+03,1.268002662274312575e+00
4.384971521000000394e+03,1.258303276550408301e+00
4.384972521000000597e+03,1.248733850546252855e+00
4.384973520999999892e+03,1.239291805416181891e+00
4.384974521000000095e+03,1.229974644117794558e+00
4.384975521000000299e+03,1.220779956031642799e+00
4.384976521000000503e+03,1.211705421071787692e+00
4.384977521000000706e+03,1.202748904135397368e+00
4.384978521000000001e+03,1.193908094720406377e+00
4.384979521000000204e+03,1.185181050025945204e+00
4.384980521000000408e+03,1.176565836650223629e+00
4.384981521000000612e+03,1.168060619833069858e+00
4.384982520999999906e+03,1.159663662707608012e+00
4.384983521000000110e+03,1.151373324815224475e+00
4.384984521000000314e+03,1.143188060068810019e+00
4.384985521000000517e+03,1.135106414073682179e+00
4.384986520999999811e+03,1.127127021736268553e+00
4.384987521000000015e+03,1.119248600710089470e+00
4.384988521000000219e+03,1.111469951992082095e+00
4.384989521000000423e+03,1.103790669565446692e+00
4.384990521000000626e+03,1.096208183428724059e+00
4.384991520999999921e+03,1.088723774078262263e+00
4.384992521000000124e+03,1.081333512668320118e+00
4.384993521000000328e+03,1.074038095524269210e+00
4.384994521000000532e+03,1.066836713000588688e+00
4.384995520999999826e+03,1.059728606151871144e+00
4.384996521000000030e+03,1.052713056486159759e+00
4.384997521000000233e+03,1.045789388177137846e+00
4.384998521000000437e+03,1.038956956340482796e+00
4.384999521000000641e+03,1.032215151665289321e+00
4.385000520999999935e+03,1.025563374892169533e+00
4.385001521000000139e+03,1.019001066529397592e+00
4.385002521000000343e+03,1.012527672373101817e+00
4.385003521000000546e+03,1.006142659055838218e+00
4.385004520999999841e+03,9.998454451084591854e-01
4.385005521000000044e+03,9.936356214861518099e-01
4.385006521000000248e+03,9.875126344550477775e-01
4.385007521000000452e+03,9.814759702314370671e-01
4.385008521000000655e+03,9.755251273827255654e-01
4.385009520999999950e+03,9.696596029953915563e-01
4.385010521000000153e+03,9.638788940430816909e-01
4.385011521000000357e+03,9.581825047793836037e-01
4.385012521000000561e+03,9.525699342324175367e-01
4.385013520999999855e+03,9.470403194396884716e-01
4.385014521000000059e+03,9.415938462613644422e-01
4.385015521000000263e+03,9.362297048827570300e-01
4.385016521000000466e+03,9.309474087714588730e-01
4.385017521000000670e+03,9.257464773673586000e-01
4.385018520999999964e+03,9.206264372201994339e-01
4.385019521000000168e+03,9.155868214122392379e-01
4.385020521000000372e+03,9.106271762118975932e-01
4.385021521000000575e+03,9.057470525139793560e-01
4.385022520999999870e+03,9.009460114122431751e-01
4.385023521000000073e+03,8.962234144145618808e-01
4.385024521000000277e+03,8.915792380214416779e-01
4.385025521000000481e+03,8.870128686423811581e-01
4.385026521000000685e+03,8.825238813777930291e-01
4.385027520999999979e+03,8.781118682343265203e-01
4.385028521000000183e+03,8.737763975027508234e-01
4.385029521000000386e+03,8.695170319553353622e-01
4.385030521000000590e+03,8.653333178648252577e-01
4.385031520999999884e+03,8.612247790396765357e-01
4.385032521000000088e+03,8.571909104508524946e-01
4.385033521000000292e+03,8.532311716352536379e-01
4.385034521000000495e+03,8.493449818778537885e-01
4.385035521000000699e+03,8.455317057899049971e-01
4.385036520999999993e+03,8.417906582254113257e-01
4.385037521000000197e+03,8.381210904463585187e-01
4.385038521000000401e+03,8.345203014389714902e-01
4.385039521000000605e+03,8.309911080249855475e-01
4.385040520999999899e+03,8.275307013884116714e-01
4.385041521000000103e+03,8.241378912786860855e-01
4.385042521000000306e+03,8.208117968580557200e-01
4.385043521000000510e+03,8.175511130149446526e-01
4.385044520999999804e+03,8.143545627951208621e-01
4.385045521000000008e+03,8.112206932501875301e-01
4.385046521000000212e+03,8.081480665287779086e-01
4.385047521000000415e+03,8.051350374342003402e-01
4.385048521000000619e+03,8.021801188511891167e-01
4.385049520999999913e+03,7.992815129248598272e-01
4.385050521000000117e+03,7.964374209450274522e-01
4.385051521000000321e+03,7.936459756939375776e-01
4.385052521000000525e+03,7.909052384964379012e-01
4.385053520999999819e+03,7.882132148049361131e-01
4.385054521000000022e+03,7.855687488448326317e-01
4.385055521000000226e+03,7.829678856128999831e-01
4.385056521000000430e+03,7.804094383560007397e-01
4.385057521000000634e+03,7.778912221082191492e-01
4.385058520999999928e+03,7.754110186693726758e-01
4.385059521000000132e+03,7.729665820943110166e-01
4.385060521000000335e+03,7.705556441014862479e-01
4.385061521000000539e+03,7.681759193506201289e-01
4.385062520999999833e+03,7.658251106348357151e-01
4.385063521000000037e+03,7.635009139825835733e-01
4.385064521000000241e+03,7.612010813966505474e-01
4.385065521000000444e+03,7.589231853286224627e-01
4.385066521000000648e+03,7.566649987352020990e-01
4.385067520999999942e+03,7.544242444154791727e-01
4.385068521000000146e+03,7.521986447315202051e-01
4.385069521000000350e+03,7.499859891210512997e-01
4.385070521000000554e+03,7.477840583618569070e-01
4.385071520999999848e+03,7.455906812248569437e-01
4.385072521000000052e+03,7.434037283168341004e-01
4.385073521000000255e+03,7.412211183184608254e-01
4.385074521000000459e+03,7.390408243806548816e-01
4.385075521000000663e+03,7.368608806777787734e-01
4.385076520999999957e+03,7.346793890648963821e-01
4.385077521000000161e+03,7.324945246338900873e-01
4.385078521000000364e+03,7.303045470295375097e-01
4.385079521000000568e+03,7.281078000900563785e-01
4.385080520999999862e+03,7.259027230047631063e-01
4.385081521000000066e+03,7.236878553680645698e-01
4.385082521000000270e+03,7.214618431347995520e-01
4.385083521000000474e+03,7.192234441823472935e-01
4.385084521000000677e+03,7.169715334395715400e-01
4.385085520999999972e+03,7.147051075075230298e-01
4.385086521000000175e+03,7.124232887025228056e-01
4.385087521000000379e+03,7.101253285006073890e-01
4.385088521000000583e+03,7.078106102979240255e-01
4.385089520999999877e+03,7.054786514841155931e-01
4.385090521000000081e+03,7.031291047759926638e-01
4.385091521000000284e+03,7.007617598214819221e-01
4.385092521000000488e+03,6.983765281368429223e-01
4.385093521000000692e+03,6.959734912727105760e-01
4.385094520999999986e+03,6.935528557898417157e-01
4.385095521000000190e+03,6.911148967812955624e-01
4.385096521000000394e+03,6.886600886733034166e-01
4.385097521000000597e+03,6.861890052029575582e-01
4.385098520999999892e+03,6.837023417783625323e-01
4.385099521000000095e+03,6.812009054912183670e-01
4.385100521000000299e+03,6.786856126134259704e-01
4.385101521000000503e+03,6.761574815063329247e-01
4.385102520999999797e+03,6.736176589635166634e-01
4.385103521000000001e+03,6.710672815210020348e-01
4.385104521000000204e+03,6.685076636168110209e-01
4.385105521000000408e+03,6.659400598190367004e-01
4.385106521000000612e+03,6.633660923240926044e-01
4.385107520999999906e+03,6.607871341327471448e-01
4.385108521000000110e+03,6.582047132638690901e-01
4.385109521000000314e+03,6.556203815562200443e-01
4.385110521000000517e+03,6.530357344520121288e-01
4.385111520999999811e+03,6.504523917652987874e-01
4.385112521000000015e+03,6.478719799138052959e-01
4.385113521000000219e+03,6.452961337106364326e-01
4.385114521000000423e+03,6.427264861904626869e-01
4.385115521000000626e+03,6.401646612882935239e-01
4.385116520999999921e+03,6.376122671677163511e-01
4.385117521000000124e+03,6.350708782626295346e-01
4.385118521000000328e+03,6.325420721713386207e-01
4.385119521000000532e+03,6.300273630668205005e-01
4.385120520999999826e+03,6.275282357681168932e-01
4.385121521000000030e+03,6.250461332560555139e-01
4.385122521000000233e+03,6.225824515247034840e-01
4.385123521000000437e+03,6.201385391764043797e-01
4.385124521000000641e+03,6.177156937416196092e-01
4.385125520999999935e+03,6.153151606962399267e-01
4.385126521000000139e+03,6.129381326938790897e-01
4.385127521000000343e+03,6.105857494334376856e-01
4.385128521000000546e+03,6.082590980791435786e-01
4.385129520999999841e+03,6.059592143015611887e-01
4.385130521000000044e+03,6.036870804072154151e-01
4.385131521000000248e+03,6.014436391618714906e-01
4.385132521000000452e+03,5.992297788916128853e-01
4.385133521000000655e+03,5.970463468342301905e-01
4.385134520999999950e+03,5.948941491270577364e-01
4.385135521000000153e+03,5.927739725379044256e-01
4.385136521000000357e+03,5.906865094815569872e-01
4.385137521000000561e+03,5.886323908678996464e-01
4.385138520999999855e+03,5.866124651695657777e-01
4.385139521000000059e+03,5.846272827624637847e-01
4.385140521000000263e+03,5.826776602472305555e-01
4.385141521000000466e+03,5.807637731669372805e-01
4.385142521000000670e+03,5.788864062870668903e-01
4.385143520999999964e+03,5.770461019891905963e-01
4.385144521000000168e+03,5.752437527447666898e-01
4.385145521000000372e+03,5.734791089789551544e-01
4.385146521000000575e+03,5.717531596138948347e-01
4.385147520999999870e+03,5.700661857835745971e-01
4.385148521000000073e+03,5.684187294540365976e-01
4.385149521000000277e+03,5.668112187699189120e-01
4.385150521000000481e+03,5.652440596988166366e-01
4.385151521000000685e+03,5.637176347530362674e-01
4.385152520999999979e+03,5.622323015770173127e-01
4.385153521000000183e+03,5.607883924944565557e-01
4.385154521000000386e+03,5.593862088508093633e-01
4.385155521000000590e+03,5.580277559581576785e-01
4.385156520999999884e+03,5.567096988285652470e-01
4.385157521000000088e+03,5.554341024267530624e-01
4.385158521000000292e+03,5.542011462520912701e-01
4.385159521000000495e+03,5.530109766786609482e-01
4.385160521000000699e+03,5.518637067794229800e-01
4.385161520999999993e+03,5.507594220667380025e-01
4.385162521000000197e+03,5.496981579657858052e-01
4.385163521000000401e+03,5.486799374760612524e-01
4.385164521000000605e+03,5.477047471280835911e-01
4.385165520999999899e+03,5.467725457640986164e-01
4.385166521000000103e+03,5.458832653814181812e-01
4.385167521000000306e+03,5.450368206781227576e-01
4.385168521000000510e+03,5.442331023380889699e-01
4.385169520999999804e+03,5.434719873969544590e-01
4.385170521000000008e+03,5.427533414530808509e-01
4.385171521000000212e+03,5.420771098340030347e-01
4.385172521000000415e+03,5.414429631487986949e-01
4.385173521000000619e+03,5.408508560690422629e-01
4.385174520999999913e+03,5.403006754895565145e-01
4.385175521000000117e+03,5.397922386813348572e-01
4.385176521000000321e+03,5.393254586645959137e-01
4.385177521000000525e+03,5.389002369941524595e-01
4.385178520999999819e+03,5.385164953218992689e-01
4.385179521000000022e+03,5.381741781011382120e-01
4.385180521000000226e+03,5.378732547763578342e-01
4.385181521000000430e+03,5.376137214053323676e-01
4.385182521000000634e+03,5.373956016867191821e-01
4.385183520999999928e+03,5.372189473738645527e-01
4.385184521000000132e+03,5.370838388452484624e-01
4.385185521000000335e+03,5.369903811864767951e-01
4.385186521000000539e+03,5.369387075113526420e-01
4.385187520999999833e+03,5.369289738996724237e-01
4.385188521000000037e+03,5.369613577942929927e-01
4.385189521000000241e+03,5.370360591612524104e-01
4.385190521000000444e+03,5.371532811095780513e-01
4.385191521000000648e+03,5.373132507679354575e-01
4.385192520999999942e+03,5.375162007435213551e-01
4.385193521000000146e+03,5.377623668624490483e-01
4.385194521000000350e+03,5.380519861768421341e-01
4.385195521000000554e+03,5.383852930697120565e-01
4.385196520999999848e+03,5.387625152361867897e-01
4.385197521000000052e+03,5.391838728942779380e-01
4.385198521000000255e+03,5.396495641743120908e-01
4.385199521000000459e+03,5.401597842412448891e-01
4.385200521000000663e+03,5.407147016578790488e-01
4.385201520999999957e+03,5.413144664155760122e-01
4.385202521000000161e+03,5.419592063413455341e-01
4.385203521000000364e+03,5.426490259081770962e-01
4.385204521000000568e+03,5.433840055524017387e-01
4.385205520999999862e+03,5.441642015139316335e-01
4.385206521000000066e+03,5.449896462275198861e-01
4.385207521000000270e+03,5.458603492703411053e-01
4.385208521000000474e+03,5.467762988923322576e-01
4.385209521000000677e+03,5.477374641260859267e-01
4.385210520999999972e+03,5.487437974810300823e-01
4.385211521000000175e+03,5.497952382213806555e-01
4.385212521000000379e+03,5.508917162004014489e-01
4.385213521000000583e+03,5.520331455654109432e-01
4.385214520999999877e+03,5.532194720348597716e-01
4.385215521000000081e+03,5.544506150379467924e-01
4.385216521000000284e+03,5.557264751093853317e-01
4.385217521000000488e+03,5.570470877200156545e-01
4.385218521000000692e+03,5.584123993398555363e-01
4.385219520999999986e+03,5.598224193983171171e-01
4.385220521000000190e+03,5.612771954886072168e-01
4.385221521000000394e+03,5.627768180746999249e-01
4.385222521000000597e+03,5.643214268110510190e-01
4.385223520999999892e+03,5.659112163154291775e-01
4.385224521000000095e+03,5.675464419798461613e-01
4.385225521000000299e+03,5.692274247655515484e-01
4.385226521000000503e+03,5.709545666982513978e-01
4.385227520999999797e+03,5.727283092420820676e-01
4.385228521000000001e+03,5.745492051253551224e-01
4.385229521000000204e+03,5.764178736390069835e-01
4.385230521000000408e+03,5.783350135703317907e-01
4.385231521000000612e+03,5.803014034413083166e-01
4.385232520999999906e+03,5.823179008987349192e-01
4.385233521000000110e+03,5.843854413099948131e-01
4.385234521000000314e+03,5.865050356011706212e-01
4.385235521000000517e+03,5.886777674557139850e-01
4.385236520999999811e+03,5.909047899392328995e-01
4.385237521000000015e+03,5.931873205418832784e-01
4.385238521000000219e+03,5.955266414238314931e-01
4.385239521000000423e+03,5.979240885317623766e-01
4.385240521000000626e+03,6.003810512492157025e-01
4.385241520999999921e+03,6.028989667458735102e-01
4.385242521000000124e+03,6.054793155605019406e-01
4.385243521000000328e+03,6.081236171460457918e-01
4.385244521000000532e+03,6.108334257566536696e-01
4.385245520999999826e+03,6.136103263668689634e-01
4.385246521000000030e+03,6.164559653074166423e-01
4.385247521000000233e+03,6.193719048026884444e-01
4.385248521000000437e+03,6.223598409264647913e-01
4.385249521000000641e+03,6.254214488197586963e-01
4.385250520999999935e+03,6.285584194306209627e-01
4.385251521000000139e+03,6.317724574298472229e-01
4.385252521000000343e+03,6.350652799913704127e-01
4.385253521000000546e+03,6.384386126464349775e-01
4.385254520999999841e+03,6.418941917198762726e-01
4.385255521000000044e+03,6.454337605299858005e-01
4.385256521000000248e+03,6.490579340428942468e-01
4.385257521000000452e+03,6.527706733756371005e-01
4.385258521000000655e+03,6.565726726176432937e-01
4.385259520999999950e+03,6.604656693805890377e-01
4.385260521000000153e+03,6.644514744191345468e-01
4.385261521000000357e+03,6.685318353295751637e-01
4.385262521000000561e+03,6.727085245304159633e-01
4.385263520999999855e+03,6.769833116989761868e-01
4.385264521000000059e+03,6.813579703644597751e-01
4.385265521000000263e+03,6.858342721282564280e-01
4.385266521000000466e+03,6.904139547719556624e-01
4.385267521000000670e+03,6.950988548965746361e-01
4.385268520999999964e+03,6.998907046288553868e-01
4.385269521000000168e+03,7.047912676051412140e-01
4.385270521000000372e+03,7.098023039355335628e-01
4.385271521000000575e+03,7.149255697315305413e-01
4.385272520999999870e+03,7.201628166561585553e-01
4.385273521000000073e+03,7.255157915678828173e-01
4.385274521000000277e+03,7.309862361914476470e-01
4.385275521000000481e+03,7.365758869207547077e-01
4.385276521000000685e+03,7.422864770446897520e-01
4.385277520999999979e+03,7.481197271629804746e-01
4.385278521000000183e+03,7.540773597908492221e-01
4.385279521000000386e+03,7.601610945719328161e-01
4.385280521000000590e+03,7.663726307937898108e-01
4.385281520999999884e+03,7.727136799140670309e-01
4.385282521000000088e+03,7.791859229705542234e-01
4.385283521000000292e+03,7.857910982413258694e-01
4.385284521000000495e+03,7.925308828880587297e-01
4.385285521000000699e+03,7.994069714764268086e-01
4.385286520999999993e+03,8.064210582847363140e-01
4.385287521000000197e+03,8.135748384078935747e-01
4.385288521000000401e+03,8.208700089716555182e-01
4.385289521000000605e+03,8.283082704871064239e-01
4.385290520999999899e+03,8.358913282236465347e-01
4.385291521000000103e+03,8.436208936571212291e-01
4.385292521000000306e+03,8.514986858561578442e-01
4.385293521000000510e+03,8.595264329197596087e-01
4.385294520999999804e+03,8.677058990500446933e-01
4.385295521000000008e+03,8.760387818032672191e-01
4.385296521000000212e+03,8.845268703429377544e-01
4.385297521000000415e+03,8.931719412037837369e-01
4.385298521000000619e+03,9.019757850991964032e-01
4.385299520999999913e+03,9.109402074328745158e-01
4.385300521000000117e+03,9.200670283585059561e-01
4.385301521000000321e+03,9.293580823373208677e-01
4.385302521000000525e+03,9.388152172884851598e-01
4.385303520999999819e+03,9.484402931298336892e-01
4.385304521000000022e+03,9.582351797354011769e-01
4.385305521000000226e+03,9.682017530331568089e-01
4.385306521000000430e+03,9.783418956808839217e-01
4.385307521000000634e+03,9.886574862812307352e-01
4.385308520999999928e+03,9.991503981481862917e-01
4.385309521000000132e+03,1.009822490939484396e+00
4.385310521000000335e+03,1.020675513919997224e+00
4.385311521000000539e+03,1.031711465512509696e+00
4.385312520999999833e+03,1.042932021962524436e+00
4.385313521000000037e+03,1.054338904498005824e+00
4.385314521000000241e+03,1.065933770874487818e+00
4.385315521000000444e+03,1.077718200543393845e+00
4.385316521000000648e+03,1.089693681075806442e+00
4.385317520999999942e+03,1.101861587397058306e+00
4.385318521000000146e+03,1.114223165061680731e+00
4.385319521000000350e+03,1.126779509040019889e+00
4.385320521000000554e+03,1.139531512538493274e+00
4.385321520999999848e+03,1.152479956452610255e+00
4.385322521000000052e+03,1.165625318389581055e+00
4.385323521000000255e+03,1.178967472338091627e+00
4.385324521000000459e+03,1.192507135783766437e+00
4.385325521000000663e+03,1.206243618965530562e+00
4.385326520999999957e+03,1.220176253438065128e+00
4.385327521000000161e+03,1.234303999848428424e+00
4.385328521000000364e+03,1.248625414261373967e+00
4.385329521000000568e+03,1.263138613604297689e+00
4.385330520999999862e+03,1.277792774899289885e+00
4.385331521000000066e+03,1.292679141461043679e+00
4.385332521000000270e+03,1.307748606057647534e+00
4.385333521000000474e+03,1.322997180743622714e+00
4.385334521000000677e+03,1.338420257626146359e+00
4.385335520999999972e+03,1.354012570986731223e+00
4.385336521000000175e+03,1.369768159697281495e+00
4.385337521000000379e+03,1.385680341417132810e+00
4.385338521000000583e+03,1.401741659738720003e+00
4.385339520999999877e+03,1.417943859814584817e+00
4.385340521000000081e+03,1.434277862964938866e+00
4.385341521000000284e+03,1.450733700532131243e+00
4.385342521000000488e+03,1.467300536456559223e+00
4.385343521000000692e+03,1.483966604956399316e+00
4.385344520999999986e+03,1.500719195099690761e+00
4.385345521000000190e+03,1.517544629566973891e+00
4.385346521000000394e+03,1.534428244688070375e+00
4.385347521000000597e+03,1.551354384144885135e+00
4.385348520999999892e+03,1.568304748690948713e+00
4.385349521000000095e+03,1.585264919054833799e+00
4.385350521000000299e+03,1.602214569735234351e+00
4.385351521000000503e+03,1.619133999584277284e+00
4.385352520999999797e+03,1.636002511584899954e+00
4.385353521000000001e+03,1.652798430723247280e+00
4.385354521000000204e+03,1.669499128388563181e+00
4.385355521000000408e+03,1.686081053949890274e+00
4.385356521000000612e+03,1.702519773586006258e+00
4.385357520999999906e+03,1.718790016709335733e+00
4.385358521000000110e+03,1.734865730268548178e+00
